z,zeta,0,1
z,zeta,0,1
z,zeta,0,1
z,zeta,0,1
z,zeta,0,1
z,zeta,0,1
z,zeta,0,1
z,zeta,0,1
z,zeta,0,1
z,zeta,0,1
z,zeta,0,1
z,zeta,0,1
z,zeta,0,1
z,zeta,0,1
z,zeta,0,1
z,zeta,0,1
y,ye,0,1
y,ye,0,1
y,ye,0,1
y,ye,0,1
y,ye,0,1
y,ye,0,1
y,ye,0,1
y,ye,0,1
x,equis,0,1
x,equis,0,1
x,equis,0,1
x,equis,0,1
x,equis,0,1
x,equis,0,1
x,equis,0,1
x,equis,0,1
x,equis,0,1
x,equis,0,1
w,uve doble,0,1
w,uve doble,0,1
w,uve doble,0,1
w,uve doble,0,1
v,uve,0,1
v,uve,0,1
v,uve,0,1
v,uve,0,1
v,uve,0,1
v,uve,0,1
v,uve,0,1
v,uve,0,1
v,uve,0,1
v,uve,0,1
v,uve,0,1
v,uve,0,1
v,uve,0,1
v,uve,0,1
v,uve,0,1
v,uve,0,1
u,u,1,0
u,u,1,0
u,u,1,0
u,u,1,0
u,u,1,0
u,u,1,0
u,u,1,0
u,u,1,0
u,u,1,0
u,u,1,0
t,te,0,1
t,te,0,1
t,te,0,1
t,te,0,1
t,te,0,1
t,te,0,1
s,ese,0,1
s,ese,0,1
s,ese,0,1
s,ese,0,1
s,ese,0,1
s,ese,0,1
s,ese,0,1
s,ese,0,1
s,ese,0,1
s,ese,0,1
s,ese,0,1
s,ese,0,1
r,erre,0,1
r,erre,0,1
r,erre,0,1
r,erre,0,1
r,erre,0,1
r,erre,0,1
r,erre,0,1
r,erre,0,1
r,erre,0,1
r,erre,0,1
r,erre,0,1
r,erre,0,1
q,cu,0,1
q,cu,0,1
q,cu,0,1
q,cu,0,1
q,cu,0,1
q,cu,0,1
q,cu,0,1
q,cu,0,1
p,pe,0,1
p,pe,0,1
p,pe,0,1
p,pe,0,1
p,pe,0,1
p,pe,0,1
p,pe,0,1
p,pe,0,1
p,pe,0,1
p,pe,0,1
p,pe,0,1
p,pe,0,1
o,o,1,0
o,o,1,0
o,o,1,0
o,o,1,0
o,o,1,0
o,o,1,0
o,o,1,0
o,o,1,0
o,o,1,0
o,o,1,0
o,o,1,0
o,o,1,0
o,o,1,0
o,o,1,0
o,o,1,0
o,o,1,0
n,ene,0,1
n,ene,0,1
n,ene,0,1
n,ene,0,1
m,eme,0,1
m,eme,0,1
m,eme,0,1
m,eme,0,1
m,eme,0,1
m,eme,0,1
m,eme,0,1
m,eme,0,1
l,ele,0,1
l,ele,0,1
l,ele,0,1
l,ele,0,1
l,ele,0,1
l,ele,0,1
l,ele,0,1
l,ele,0,1
l,ele,0,1
l,ele,0,1
l,ele,0,1
l,ele,0,1
l,ele,0,1
l,ele,0,1
l,ele,0,1
l,ele,0,1
l,ele,0,1
l,ele,0,1
k,ka,0,1
k,ka,0,1
k,ka,0,1
k,ka,0,1
k,ka,0,1
k,ka,0,1
k,ka,0,1
k,ka,0,1
j,jota,0,1
j,jota,0,1
j,jota,0,1
j,jota,0,1
j,jota,0,1
j,jota,0,1
j,jota,0,1
j,jota,0,1
j,jota,0,1
j,jota,0,1
i,i,1,0
i,i,1,0
i,i,1,0
i,i,1,0
i,i,1,0
i,i,1,0
i,i,1,0
i,i,1,0
i,i,1,0
i,i,1,0
h,hache,0,1
h,hache,0,1
h,hache,0,1
h,hache,0,1
h,hache,0,1
h,hache,0,1
h,hache,0,1
h,hache,0,1
h,hache,0,1
h,hache,0,1
h,hache,0,1
h,hache,0,1
h,hache,0,1
h,hache,0,1
g,ge,0,1
g,ge,0,1
g,ge,0,1
g,ge,0,1
g,ge,0,1
g,ge,0,1
g,ge,0,1
g,ge,0,1
f,efe,0,1
f,efe,0,1
f,efe,0,1
f,efe,0,1
f,efe,0,1
f,efe,0,1
f,efe,0,1
f,efe,0,1
e,e,1,0
e,e,1,0
e,e,1,0
e,e,1,0
e,e,1,0
e,e,1,0
e,e,1,0
e,e,1,0
d,de,0,1
d,de,0,1
d,de,0,1
d,de,0,1
d,de,0,1
d,de,0,1
c,ce,0,1
c,ce,0,1
c,ce,0,1
c,ce,0,1
c,ce,0,1
c,ce,0,1
c,ce,0,1
c,ce,0,1
c,ce,0,1
c,ce,0,1
b,be,0,1
b,be,0,1
b,be,0,1
b,be,0,1
b,be,0,1
b,be,0,1
b,be,0,1
b,be,0,1
a,a,1,0
a,a,1,0
a,a,1,0
a,a,1,0
a,a,1,0
a,a,1,0
ñ,eñe,0,1
ñ,eñe,0,1
